program_id,program_name,program_type,contract_type,program_phase,BAC,AC,EV,PV,CPI,SPI,cost_variance,schedule_variance,subcontractor_delay_days,change_orders_count,material_cost_inflation_pct,supplier_risk_score,months_remaining,historical_rebaseline_count,final_eac,overrun_flag,risk_band
PRG-1167,Avionics Program 168,Avionics,Fixed Price,Build,122638794.21343894,99832383.26245517,79192336.35831185,94700605.24680682,0.7932529883626889,0.8362389675538227,-20640046.90414332,-15508268.888494968,66,1,3.623130880873168,74.71108726874111,14,0,169640728.4150681,1,High
PRG-1168,Sustainment Program 169,Sustainment,Cost Plus,Test,362521572.75556034,316345462.4663742,264265897.2700794,302104690.9692804,0.8353712274225189,0.8747494003558897,-52079565.196294814,-37838793.69920102,113,13,2.9570373712575893,61.31094189941395,21,1,483896169.4456442,1,High
PRG-1169,Missile Program 170,Missile,Cost Plus,Design,71959731.90793139,28169997.625693694,22286845.73474409,25145448.396086928,0.7911553998292278,0.8863172922465091,-5883151.890949603,-2858602.661342837,33,3,5.164830201779704,38.51677373559692,36,1,97223887.48367144,1,High
PRG-1170,Radar Program 171,Radar,Cost Plus,Design,383191725.15997535,366072457.87698716,348293995.5329429,350797792.6301131,0.9514345808828414,0.9928625631353095,-17778462.344044268,-2503797.0971702337,10,14,9.513333825014218,76.47566879326486,13,3,436878588.60243195,1,High
PRG-1171,Sustainment Program 172,Sustainment,Cost Plus,Test,407071389.8220217,195979818.97178334,159150529.20499855,211366191.92968974,0.8120761108974829,0.7529611417607384,-36829289.76678479,-52215662.72469118,53,12,2.0259799585676,65.62296481050006,7,0,547035330.2339882,1,High
PRG-1172,ISR Program 173,ISR,Cost Plus,Deployment,66983974.503132656,28364687.503847744,22533920.484768763,26564556.16027503,0.7944357039615535,0.8482701667896213,-5830767.019078981,-4030635.6755062677,96,7,5.320085133119283,42.51026319923065,12,0,93482078.95361315,1,High
PRG-1173,Sustainment Program 174,Sustainment,Fixed Price,Build,177347705.93311328,100918599.13153863,87547549.44078164,95942971.53827144,0.8675065864387496,0.9124957048662925,-13371049.690756992,-8395422.097489804,6,2,4.871229373252627,56.57902193740906,21,2,220683699.33056924,1,High
PRG-1174,Sustainment Program 175,Sustainment,Fixed Price,Test,484444652.47878665,362982982.16493404,348099384.34308493,313687866.11243016,0.9589964308159047,1.1096998703109582,-14883597.821849108,34411518.230654776,31,3,7.425783641016255,26.344931435690576,30,0,553354442.1914773,1,High
PRG-1175,Sustainment Program 176,Sustainment,Cost Plus,Test,48247297.91956726,32368353.183883145,25990469.790727362,30852969.57601683,0.8029592869021381,0.842397673478106,-6377883.393155783,-4862499.785289466,35,4,8.292168966906129,11.867736707884491,16,4,65186883.88495385,1,High
PRG-1176,Radar Program 177,Radar,Cost Plus,Build,364669921.58444023,185308848.56029272,151102967.6304595,200122250.30710348,0.8154115078929763,0.755053310656761,-34205880.92983323,-49019282.676644,22,12,10.59784924063348,48.237600462911445,18,3,502225533.92504716,1,High
PRG-1177,Sustainment Program 178,Sustainment,Cost Plus,Deployment,474796661.6214968,210825098.35960886,196875450.90952936,195688285.7096378,0.9338330798438178,1.0060666135205103,-13949647.4500795,1187165.1998915672,37,3,10.88212922333312,25.330760070564374,19,3,545084761.5199187,1,High
PRG-1178,Avionics Program 179,Avionics,Fixed Price,Build,334620508.50560063,111598139.92734642,115447708.696083,116935820.99451415,1.0344949187436525,0.9872741108261345,3849568.768736571,-1488112.298431158,4,7,4.521770657821563,36.83441642063441,7,4,345296884.8813594,1,Medium
PRG-1179,Avionics Program 180,Avionics,Cost Plus,Build,142183671.02109542,67759682.357723,58886197.390413485,66608283.30802446,0.8690447673520101,0.8840671830273596,-8873484.967309512,-7722085.917610973,39,6,4.799217324864413,53.39056327223729,36,3,176231825.35668597,1,High
PRG-1180,Radar Program 181,Radar,Fixed Price,Build,456702836.72842133,325086436.8683036,300995456.64192814,325594477.4155309,0.9258936162995475,0.9244489004578264,-24090980.22637546,-24599020.773602784,71,8,6.042139202776639,9.278545412673944,36,2,534540009.1428478,1,High
PRG-1181,Avionics Program 182,Avionics,Fixed Price,Build,367247056.8210975,305513475.30035853,301917389.8171381,310459212.00902086,0.9882293719460817,0.9724864914247267,-3596085.483220458,-8541822.19188279,71,13,10.559591649047029,3.6430195682883304,6,2,409449240.3465872,1,High
PRG-1182,Missile Program 183,Missile,Fixed Price,Build,110290029.49824862,53568016.409585305,45505078.859736376,45229167.1712612,0.8494822453719573,1.0061003044214905,-8062937.549848929,275911.6884751767,104,7,9.406313845381284,19.97949306581326,33,1,146449668.9610941,1,High
PRG-1183,Radar Program 184,Radar,Fixed Price,Test,167661673.00358257,69024185.12829354,70935039.26290786,57374666.83429406,1.0276838347466568,1.2363477328378747,1910854.1346143186,13560372.428613804,108,0,9.02444596647077,94.88737571491254,13,3,180132272.6482307,1,High
PRG-1184,Radar Program 185,Radar,Cost Plus,Build,270422822.80920327,145643419.5035514,158075662.29342476,157105913.2270039,1.0853608273703723,1.00617258158208,12432242.789873362,969749.0664208531,58,13,5.231518199274755,18.070619576680947,5,3,269525642.14395577,0,Low
PRG-1185,Radar Program 186,Radar,Cost Plus,Test,258218596.5580332,202476546.24841452,162542608.17676905,187260662.9125894,0.8027725244648766,0.868001883837406,-39933938.07164547,-24718054.735820353,90,1,3.890025560563169,98.60297430766236,14,1,358598284.49952585,1,High
PRG-1186,Missile Program 187,Missile,Cost Plus,Build,200832933.54010242,148990467.22218615,137913547.38918447,148891847.54084072,0.9256534995860983,0.9262666134313035,-11076919.833001673,-10978300.15165624,69,3,5.065287669924334,56.77455990937528,32,3,236231176.542101,1,High
PRG-1187,Missile Program 188,Missile,Cost Plus,Test,158268784.98662752,106111841.94356783,113886258.91032103,110063218.95719655,1.0732662521388308,1.0347349458733461,7774416.9667532,3823039.9531244785,9,1,1.2613215710290517,5.628881298199118,21,4,145631136.55067113,0,Low
PRG-1188,Avionics Program 189,Avionics,Cost Plus,Test,254671184.7059219,158013186.20623848,131315918.10679735,163698978.48949787,0.8310440492947474,0.8021792152797211,-26697268.099441126,-32383060.382700518,66,15,6.254136465302678,88.63348239330236,4,0,342698509.00720435,1,High
PRG-1189,ISR Program 190,ISR,Cost Plus,Build,195958910.47954425,114710195.96430023,102223468.0135877,103173213.32690795,0.8911454396381764,0.9907946521902836,-12486727.950712532,-949745.3133202493,92,4,5.015519715732343,14.994147793406064,30,4,242830380.00664654,1,High
PRG-1190,Avionics Program 191,Avionics,Fixed Price,Test,134017122.58508427,42957689.41651535,34197117.974565454,43738890.0577556,0.796065115211205,0.7818469542644867,-8760571.441949897,-9541772.083190143,16,2,1.4936835472390426,74.80709590798926,36,0,183976348.70120007,1,High
PRG-1191,Missile Program 192,Missile,Fixed Price,Build,25248666.133118592,17344085.301956486,15047553.644899622,15076653.695237374,0.8675899237650886,0.9980698601343516,-2296531.6570568644,-29100.050337752327,60,1,7.107811818900617,59.64450993602733,10,3,31786804.685932424,1,High
PRG-1192,Avionics Program 193,Avionics,Fixed Price,Design,286821154.3403653,123689989.86892042,135670736.55783287,123355153.06575994,1.0968610855381988,1.0998384192795543,11980746.688912451,12315583.492072925,107,14,5.58603790390619,53.74375733539766,36,4,295463154.98536825,1,Medium
PRG-1193,Avionics Program 194,Avionics,Cost Plus,Build,52339666.463842995,42079258.44099515,35654321.80221439,42878070.8104641,0.8473134537817485,0.8315281244769342,-6424936.638780758,-7223749.0082497075,101,1,10.903059095769503,72.57009707225356,6,0,67554613.4527123,1,High
PRG-1194,Sustainment Program 195,Sustainment,Fixed Price,Test,364808270.3231144,223660329.47513506,227478892.34993878,239050980.94799492,1.017073045022176,0.9515915452337189,3818562.874803722,-11572088.598056138,76,0,8.307793552776793,43.71280421998007,22,3,374959026.31333154,1,Medium
PRG-1195,ISR Program 196,ISR,Cost Plus,Design,278930124.15890694,158806021.29200843,126518403.05881381,146913336.69773337,0.7966851762262529,0.8611771123211156,-32287618.23319462,-20394933.638919562,102,9,7.437104864354589,65.73339617683736,24,3,396017923.98987746,1,High
PRG-1196,Radar Program 197,Radar,Fixed Price,Build,310974285.86614925,94634023.0226274,90783925.37252565,99079614.86115845,0.9593159254237646,0.9162724895503717,-3850097.650101751,-8295689.488632798,95,8,1.9944888631908735,59.22749504444044,26,0,344719756.32344276,1,High
PRG-1197,Radar Program 198,Radar,Fixed Price,Build,303854052.68082064,141608663.3686608,152058935.2839803,142750494.52876732,1.0737968402972176,1.0652077653807157,10450271.915319502,9308440.755212992,44,8,5.0505562487320805,5.037973828855435,29,0,304000384.0778948,0,Low
PRG-1198,Missile Program 199,Missile,Fixed Price,Build,132723278.36443092,41209448.74667269,43572745.36012759,37899057.723610334,1.0573484160873594,1.1497052427502086,2363296.6134549007,5673687.6365172565,45,13,9.829754737395668,11.082076969870414,29,4,135671125.7342652,1,Medium
PRG-1199,ISR Program 200,ISR,Cost Plus,Design,463185291.3237817,383194844.40932655,370842965.13770264,335315678.13832045,0.9677660609169634,1.1059517622218873,-12351879.27162391,35527286.9993822,90,13,6.484600422313391,3.387779514255651,24,3,527901867.0912869,1,High
PRG-1200,Avionics Program 201,Avionics,Cost Plus,Design,471368678.01832664,407048726.62216043,406392531.4980529,382738154.8985654,0.998387919968322,1.0618030272047385,-656195.1241075397,23654376.599487484,100,10,2.313932795215704,9.675289836109602,17,3,494833450.8219733,1,Medium
PRG-1201,Radar Program 202,Radar,Cost Plus,Design,283334748.4746596,104501863.55223526,101526436.55981417,95692800.63568081,0.9715275221773072,1.0609621192543317,-2975426.9924210906,5833635.92413336,93,10,11.034258744495439,15.099313143506766,35,4,320885691.4789829,1,High
PRG-1202,Sustainment Program 203,Sustainment,Fixed Price,Test,326822076.76952076,210721553.7728179,233005669.30203715,204875501.06663144,1.105751476914621,1.1373037190340145,22284115.52921924,28130168.235405713,100,2,5.150100229674995,1.2397213915795957,29,4,316699413.4385412,0,Low
PRG-1203,Avionics Program 204,Avionics,Cost Plus,Build,139916522.14866656,81301639.2144514,90226676.27349716,70322755.28831245,1.109776840236935,1.2830367055952474,8925037.059045762,19903920.985184714,74,5,4.233565180170281,54.330917623595695,11,2,133574640.06551479,0,Low
PRG-1204,ISR Program 205,ISR,Cost Plus,Test,32019297.442488134,13387628.983063139,10583432.49451119,13127829.454847602,0.7905382280835858,0.8061829665682575,-2804196.488551948,-2544396.9603364114,114,9,9.214048863218514,51.65745048430123,26,3,45895296.85400981,1,High
PRG-1205,ISR Program 206,ISR,Cost Plus,Design,334398043.6167028,276751308.85697365,268332088.17331433,280975163.6467742,0.9695783889209701,0.9550028717507787,-8419220.683659315,-12643075.47345984,57,13,6.9972539134490415,61.99159801841051,11,3,387314471.871205,1,High
PRG-1206,Sustainment Program 207,Sustainment,Fixed Price,Design,421375880.4597322,120188718.83120726,93906331.72626811,112468606.01882897,0.7813240097695853,0.8349559494900003,-26282387.104939148,-18562274.29256086,14,13,2.8259220263573006,45.10901608039063,14,0,589688668.3900341,1,High
PRG-1207,Avionics Program 208,Avionics,Fixed Price,Test,79716986.58873147,37565366.58568381,30434322.814769663,34777359.676363766,0.8101697276226824,0.8751188445008428,-7131043.770914145,-4343036.861594103,113,15,11.457313256164342,41.120317704889246,31,3,113571524.88846174,1,High
PRG-1208,ISR Program 209,ISR,Cost Plus,Design,314815425.7009276,129646378.70055318,116606000.81149939,136197130.84302637,0.8994157953368415,0.8561560738448545,-13040377.889053792,-19591130.031526983,91,14,6.421215800756604,77.28950870948577,30,0,381266985.5385104,1,High
PRG-1209,Radar Program 210,Radar,Cost Plus,Deployment,415072455.95283914,368132991.09458965,407251807.40013075,323724158.6783048,1.1062627291002283,1.2580210542915646,39118816.3055411,83527648.72182596,70,14,7.283345104871974,42.24950839181522,27,2,394642922.6813785,0,Low
PRG-1210,Missile Program 211,Missile,Cost Plus,Design,258351150.63064995,218117541.22722042,208767216.33626673,203162128.52055588,0.957131715136963,1.0275892355358136,-9350324.89095369,5605087.815710843,34,3,3.3020508232914603,82.29358771930973,18,1,290151926.05898005,1,High
PRG-1211,Missile Program 212,Missile,Fixed Price,Build,434204659.9783177,202338798.3667498,208004194.93596187,207938515.5504252,1.0279995562637634,1.0003158596441972,5665396.569212079,65679.38553667068,0,10,10.309773186889663,99.30988627176359,9,2,465622168.84958076,1,High
PRG-1212,Radar Program 213,Radar,Cost Plus,Deployment,209324446.19484547,121118603.24287724,103770006.4211908,125791480.60009739,0.8567635659825306,0.824936680339149,-17348596.821686447,-22021474.17890659,90,11,5.33492498356784,24.598101819062023,16,0,264394337.8009297,1,High
PRG-1213,Avionics Program 214,Avionics,Fixed Price,Design,295913950.9952554,166851866.36549383,155518242.0328732,154112334.83755082,0.9320737335488115,1.0091226130394064,-11333624.33262062,1405907.1953223944,60,7,7.401990416320555,50.09832110317768,7,2,340792049.9972742,1,High
PRG-1214,ISR Program 215,ISR,Cost Plus,Test,429752321.1221601,152302979.6570025,133570638.82985553,154158761.56719255,0.8770060778237327,0.8664485720562606,-18732340.827146977,-20588122.737337023,90,5,8.38543876590335,25.51246560576339,11,2,532999878.25385535,1,High
PRG-1215,Avionics Program 216,Avionics,Cost Plus,Deployment,493733398.9778694,382587436.6157445,405039119.178695,316919686.2365808,1.0586837946419556,1.2780497292185662,22451682.56295055,88119432.94211423,114,6,10.578067106496501,68.87522127599198,25,2,509161662.5382549,1,Medium
PRG-1216,ISR Program 217,ISR,Fixed Price,Build,448392481.8606367,169671454.51216716,169425987.40401793,182009713.11496696,0.9985532798734178,0.9308623397312841,-245467.10814923048,-12583725.710949033,98,1,3.7463741682720912,13.949884796218992,11,0,476023047.0724691,1,High
PRG-1217,Sustainment Program 218,Sustainment,Cost Plus,Deployment,25827632.44258091,15830240.021668578,16693496.379870862,14443086.749829218,1.0545321079794527,1.1558122352251505,863256.3582022842,2250409.630041644,80,6,2.8473177865875003,74.08152316357867,31,3,26201806.992999215,0,Low
PRG-1218,Missile Program 219,Missile,Fixed Price,Design,163404353.8988635,97154412.88392006,84766774.86449113,91287233.21990983,0.8724953643204076,0.9285720672494149,-12387638.019428924,-6520458.355418697,47,12,6.825877650554322,70.66959213132259,9,0,203225703.80413574,1,High
PRG-1219,Avionics Program 220,Avionics,Fixed Price,Design,387109760.29334176,195986308.46519613,166614386.66028896,170220409.2662007,0.8501327871578176,0.9788155684652807,-29371921.804907173,-3606022.6059117317,93,7,1.3622961616819653,22.529733878233337,4,3,487157091.5277778,1,High
PRG-1220,Missile Program 221,Missile,Fixed Price,Test,437448461.9393434,316535329.34092677,303409147.13343585,313282827.023976,0.9585316993372539,0.9684831754605415,-13126182.207490921,-9873679.890540183,9,12,2.1057420155837927,31.57644778460912,34,0,494842147.93562764,1,High
PRG-1221,Missile Program 222,Missile,Cost Plus,Test,423737630.9620743,358381778.6506295,376958242.2423965,376562469.6223966,1.0518342859441978,1.0010510145113418,18576463.591766953,395772.61999988556,18,0,9.294996162041308,35.47253211965503,25,3,425603865.8173145,0,Low
PRG-1222,Missile Program 223,Missile,Cost Plus,Design,69594971.70007601,45150713.43949308,38543148.94135207,45145752.46437788,0.8536553689899967,0.8537491754460051,-6607564.498141013,-6602603.523025811,31,3,6.930851215926975,93.49578168658509,26,2,90952533.81591724,1,High
PRG-1223,Radar Program 224,Radar,Cost Plus,Test,494454758.6393264,400750442.67434704,397985449.7149958,365426408.2585246,0.9931004618712347,1.0890987644041232,-2764992.9593512416,32559041.456471205,64,10,9.474349214994598,99.82284811178539,3,2,536188887.5864666,1,High
PRG-1224,Avionics Program 225,Avionics,Cost Plus,Design,177814357.42675388,122422089.15615483,102388449.03411894,101817313.39909485,0.8363560019264,1.0056094156873439,-20033640.12203589,571135.6350240856,72,3,8.628559667916667,3.994646561762649,32,2,223934046.85312796,1,High
PRG-1225,Missile Program 226,Missile,Cost Plus,Build,228610004.32686335,187755108.50636083,189803408.83152598,156597921.99244443,1.010909425269224,1.2120429595527051,2048300.3251651525,33205486.839081556,106,15,11.788332146991873,73.90746290164124,4,2,251725683.24470335,1,High
PRG-1226,Sustainment Program 227,Sustainment,Fixed Price,Design,236583341.19548753,137120446.09101012,138835437.92975846,135368535.1198109,1.012507192673586,1.0256108467664151,1714991.8387483358,3466902.8099475503,98,15,3.975170873207268,37.1711259829534,25,3,254350073.43207043,1,High
PRG-1227,Missile Program 228,Missile,Cost Plus,Build,137771007.16814083,53944707.67778825,46342173.49309002,45135229.50507299,0.8590680251692497,1.0267406192734962,-7602534.1846982315,1206943.98801703,9,12,5.141163778470025,38.02355838993044,12,2,171887066.3725779,1,High
PRG-1228,Avionics Program 229,Avionics,Fixed Price,Deployment,337216734.0439037,186018452.1541013,174054695.0688386,172578821.83687904,0.9356851057154711,1.008551879171794,-11963757.085262716,1475873.2319595516,38,10,4.494945682902232,10.42502162800012,20,2,389890009.08998734,1,High
PRG-1229,Avionics Program 230,Avionics,Cost Plus,Build,466741366.9787105,130155684.35141939,121777558.1939634,107413307.4300207,0.9356299634610263,1.1337287819137394,-8378126.157455996,14364250.763942689,52,3,2.303337775902817,21.679414573144474,7,1,518060146.9481897,1,High
PRG-1230,Radar Program 231,Radar,Cost Plus,Design,64911865.09222434,38342114.03071092,37055936.643891655,33651878.835312046,0.9664552302518042,1.1011550595804362,-1286177.3868192658,3404057.808579609,64,6,11.355035913972715,10.830812118899402,3,3,72009711.32873137,1,High
PRG-1231,Missile Program 232,Missile,Fixed Price,Test,312939176.81784827,260571422.44869405,289580917.9840519,227490165.3148424,1.1113303034643782,1.2729381843090974,29009495.535357833,62090752.66920948,105,9,5.620919218330709,38.39518134771782,17,4,311589215.2114976,0,Low
PRG-1232,Avionics Program 233,Avionics,Cost Plus,Test,484595231.11201286,148716669.72758222,144709628.59703708,149184114.2587051,0.9730558710204767,0.9700069562774715,-4007041.1305451393,-4474485.661668032,120,13,6.867261739141354,67.35137147252436,8,0,546378379.6068548,1,High
PRG-1233,Avionics Program 234,Avionics,Cost Plus,Deployment,36546076.559726134,28051007.32173551,21951153.607670702,24176374.347081285,0.7825442186763006,0.9079588730938382,-6099853.714064807,-2225220.739410583,14,10,1.6598991804388308,58.97899838558589,11,3,49850749.71233894,1,High
PRG-1234,Avionics Program 235,Avionics,Fixed Price,Build,119665842.60508147,78223312.4261461,78749232.56291796,73738440.75498636,1.0067233171347532,1.0679535905102897,525920.1367718577,5010791.807931602,44,11,1.9447483038133013,24.46271327590287,13,3,122509194.76067843,1,Medium
PRG-1235,Missile Program 236,Missile,Cost Plus,Test,100949543.26638973,43273179.49189843,38526021.94476077,44466273.46805244,0.8902979258081458,0.8664099538820237,-4747157.547137663,-5940251.52329167,2,15,10.628239320159334,15.357786694775655,6,3,124567209.6454563,1,High
PRG-1236,Avionics Program 237,Avionics,Cost Plus,Build,95372238.72041254,23584050.54838848,25724699.85513003,24227616.128824037,1.090766821515646,1.0617924486811101,2140649.3067415506,1497083.7263059951,110,10,2.1083767323351035,59.217874350566944,35,0,92633399.79521596,0,Low
PRG-1237,Radar Program 238,Radar,Cost Plus,Build,295445744.9718068,108527169.46964398,108665668.59998363,92609200.73572098,1.001276170114972,1.1733787543430272,138499.1303396523,16056467.864262655,31,14,6.562971693995372,81.95279718843422,9,3,315998115.1054754,1,High
PRG-1238,Radar Program 239,Radar,Fixed Price,Test,153544232.826267,49138896.04319516,39436910.11275564,43376687.153423674,0.8025599532819976,0.9091729382944111,-9701985.930439517,-3939777.040668033,86,7,7.037763479072238,16.033812494286803,5,1,209111290.72719264,1,High
PRG-1239,ISR Program 240,ISR,Fixed Price,Build,283498175.69335806,173865162.03626898,174341330.56911418,152066409.14432177,1.0027387230844202,1.1464815375738369,476168.5328451991,22274921.42479241,103,15,2.078878098000257,82.92211412031192,24,2,302045574.52984375,1,High
PRG-1240,Radar Program 241,Radar,Cost Plus,Test,303192906.6766465,91056306.80403507,94269169.70972984,81601323.64120695,1.0352843533683973,1.1552406934502946,3212862.905694768,12667846.068522885,90,5,9.382803231331936,69.81902447177161,33,2,320003458.70710284,1,High
PRG-1241,Radar Program 242,Radar,Fixed Price,Design,176558068.1617117,69857256.51937032,72120149.80067354,65896564.61827447,1.032393102650342,1.0944447592746458,2262893.281303227,6223585.182399072,13,9,4.455703768861766,14.128926708710054,16,1,184908590.56641042,1,Medium
PRG-1242,Missile Program 243,Missile,Cost Plus,Test,50939567.57835621,20228448.435627792,22555204.500068724,20300980.195959266,1.1150239511371955,1.1110401705902921,2326756.064440932,2254224.304109458,72,11,1.0548346182392019,18.431000208985736,24,2,48751677.33744275,0,Low
PRG-1243,ISR Program 244,ISR,Fixed Price,Test,234744354.94597757,186212946.69691378,174431901.65466043,183802742.40879074,0.9367334803985001,0.9490168610580964,-11781045.042253345,-9370840.754130304,82,14,3.735421282397906,88.65579136662784,19,0,277836759.5619935,1,High
PRG-1244,Missile Program 245,Missile,Cost Plus,Build,316326607.9643293,105247533.76938944,91751198.04803336,102660826.0391962,0.8717657769451563,0.8937313441546095,-13496335.721356079,-10909627.991162837,94,12,3.6892342673442347,88.28093321445802,18,1,401570743.91496277,1,High
PRG-1245,Radar Program 246,Radar,Cost Plus,Design,371180967.406512,185437019.41433233,205420576.5408391,191389276.8167929,1.107764658802331,1.0733128833413046,19983557.126506776,14031299.7240462,65,11,10.560010575703819,90.68072536055503,25,1,354160362.86222583,0,Low
PRG-1246,Missile Program 247,Missile,Cost Plus,Design,74675482.3131306,52948891.963607416,54999285.54623633,47772163.41226034,1.0387240130357813,1.1512831242664887,2050393.5826289132,7227122.13397599,73,14,5.9897559630008415,54.68134602405106,9,3,76378425.65727547,1,Medium
PRG-1247,Sustainment Program 248,Sustainment,Fixed Price,Build,42787278.7678853,12792233.252858598,11098715.685686754,11054850.38513712,0.8676136110328191,1.0039679687215495,-1693517.5671718437,43865.3005496338,113,15,3.149615472516847,95.9379272315231,27,3,55303228.97030831,1,High
PRG-1248,Missile Program 249,Missile,Cost Plus,Test,109612216.77500735,91224863.94767386,79070374.53337394,91672078.10966891,0.8667634141798044,0.8625349851759733,-12154489.41429992,-12601703.576294973,81,9,5.964288101776358,63.24462346907863,25,0,138830430.61134213,1,High
PRG-1249,Missile Program 250,Missile,Cost Plus,Build,97846368.7730166,44369609.89241184,41459889.21006853,38579778.28764529,0.9344208639787718,1.0746533819077329,-2909720.6823433116,2880110.9224232435,82,3,6.959124288295512,12.887740467047514,24,3,111101830.00685684,1,High
PRG-1250,Missile Program 251,Missile,Fixed Price,Design,40619661.14030939,30420595.881278098,32447818.36534902,25394279.807362787,1.0666398019283556,1.2777609214158985,2027222.4840709232,7053538.557986233,51,1,5.141926060762399,30.33376326821986,29,2,41802738.09186783,1,Medium
PRG-1251,Missile Program 252,Missile,Cost Plus,Test,326957329.0354532,246021135.24430135,263702114.517746,213493681.655801,1.071867724924882,1.2351752636075295,17680979.273444653,50208432.861945,40,0,7.583813379475928,35.38586393233339,30,0,318537672.74190533,0,Low
PRG-1252,Avionics Program 253,Avionics,Cost Plus,Design,459692602.31957316,224242000.04925582,248434299.5264585,192190762.1100307,1.1078847828323362,1.292644333155971,24192299.477202684,56243537.41642779,40,0,7.608853780397761,69.06470731051536,27,1,430485035.031737,0,Low
PRG-1253,Missile Program 254,Missile,Cost Plus,Test,493563716.40756375,350405448.97539806,390617597.8031982,349102993.3528461,1.1147589141247156,1.1189179274907919,40212148.827800155,41514604.45035213,41,0,10.537061609422574,36.46782903787963,26,0,469282511.62607926,0,Low
PRG-1254,ISR Program 255,ISR,Cost Plus,Build,103412906.13554756,27735888.29929188,28489852.588685457,28974555.38614058,1.0271837080268609,0.9832714327797081,753964.2893935777,-484702.79745512456,113,2,4.1715042459151555,19.502946764482733,7,3,106837390.89054205,1,Medium
PRG-1255,Missile Program 256,Missile,Fixed Price,Test,206265702.70507884,117796612.57290305,98061352.63366203,125131407.25700009,0.8324632643657127,0.7836669848382632,-19735259.939241022,-27070054.62333806,64,12,11.15013005407684,91.66802844993673,28,3,286229756.02965623,1,High
PRG-1256,Sustainment Program 257,Sustainment,Cost Plus,Design,72553916.3363913,22098269.30589129,22505586.2502284,22663293.097037077,1.0184320744171818,0.9930413093042822,407316.94433711097,-157706.84680867568,50,15,2.610797920126775,74.79016021481752,23,1,76083052.51984747,1,Medium
PRG-1257,Radar Program 258,Radar,Cost Plus,Build,151637856.9046894,122835672.8729849,124860949.41005684,105164695.16731982,1.0164876903402982,1.1872896052368123,2025276.5370719433,19696254.242737025,95,12,8.448935578296561,19.48376864813919,13,3,160631508.65788224,1,High
PRG-1258,Missile Program 259,Missile,Cost Plus,Build,67967268.30673455,22822700.54522061,25205317.789188467,20404973.643816944,1.1043968148838026,1.23525363125505,2382617.243967857,4800344.145371523,53,3,4.542886669256397,89.82504451781438,15,4,65420682.58850951,0,Low
PRG-1259,Avionics Program 260,Avionics,Cost Plus,Design,286984857.30760384,142782025.13952988,154062370.4038686,134624761.37221295,1.079003959029964,1.1443836099208688,11280345.264338702,19437609.03165564,14,15,7.0831430697884645,27.092039338631245,35,2,284439712.8043533,0,Low
PRG-1260,Radar Program 261,Radar,Cost Plus,Build,291351942.5623728,75526086.38576038,76785828.39516434,63340861.99839037,1.0166795615884245,1.2122637105430558,1259742.009403959,13444966.396773972,97,0,4.725651967628254,22.807940795641645,19,2,302458339.42254496,1,Medium
PRG-1261,Missile Program 262,Missile,Fixed Price,Design,480646985.2035809,312912958.6027327,319601463.2575355,313873886.60336137,1.0213749685684779,1.0182480190249532,6688504.654802799,5727576.654174149,67,13,6.318155164824672,53.33585875147011,7,1,519274387.2952083,1,High
PRG-1262,ISR Program 263,ISR,Cost Plus,Build,65230334.93412813,24935841.686541237,24778298.392025627,23177223.432432197,0.9936820542696724,1.0690796705766328,-157543.29451560974,1601074.9595934302,80,0,5.767113081053492,35.27448718582934,6,3,71196396.11736624,1,High
PRG-1263,ISR Program 264,ISR,Cost Plus,Build,483822505.88500106,358625137.381679,338160440.7881733,296541591.2022181,0.9429356883822524,1.1403474278843213,-20464696.59350568,41618849.5859552,16,15,4.510913689440626,25.593908188074376,32,4,543389963.0596259,1,High
PRG-1264,Radar Program 265,Radar,Cost Plus,Design,307817071.7661772,97602034.5044328,107220541.62534313,93890625.13828321,1.0985482236077106,1.1419728164279177,9618507.120910332,13329916.487059921,5,12,4.210838416777748,6.3972542408273325,23,0,296552534.0901877,0,Low
PRG-1265,ISR Program 266,ISR,Cost Plus,Build,25983516.722183388,14285868.488724489,15035285.673482168,13959006.37465432,1.0524586366834594,1.0771028588956069,749417.1847576797,1076279.2988278493,24,13,5.471524241438214,84.87720850604767,33,2,26119492.81506402,0,Low
PRG-1266,Missile Program 267,Missile,Cost Plus,Design,136483540.6184129,65066077.70750573,62358479.97147451,68294200.32651024,0.9583869532108145,0.9130860259486542,-2707597.7360312194,-5935720.355035722,114,12,6.728476687550858,34.01389536884793,12,3,158894833.90470383,1,High
PRG-1267,Sustainment Program 268,Sustainment,Cost Plus,Build,342506041.1674361,266501023.25200215,277989594.23640436,245741823.50308013,1.0431089188484604,1.1312262205660732,11488570.98440221,32247770.73332423,107,0,2.277092386917122,3.872260122899618,3,1,332493399.3105538,0,Low
PRG-1268,Radar Program 269,Radar,Cost Plus,Build,345412544.89469135,229225492.25628722,205778684.80507615,222838910.98934522,0.8977129148227712,0.92344143978928,-23446807.451211065,-17060226.18426907,43,13,4.461699050008464,33.03178857754252,23,2,413708398.8587616,1,High
PRG-1269,ISR Program 270,ISR,Cost Plus,Build,448498917.78108335,129681790.03503083,108346616.29824054,123442104.59784403,0.8354805734018089,0.8777119982782022,-21335173.736790285,-15095488.299603492,87,6,1.111422710756047,91.5396937089632,20,2,597343566.5316286,1,High
